Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot
20230502 12:31:17.871 7 0 0 0 0 0 0 93 7 0 0 2100 9400 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.881 6 0 6 0 0 0 0 88 12 0 0 2300 9300 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.891 12 0 6 0 0 0 0 81 19 0 0 9300 12800 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.901 7 0 0 0 0 0 0 93 7 0 0 2200 10400 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:17.911 11 0 0 0 0 6 0 83 17 0 0 3200 10300 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:17.921 7 0 7 0 0 0 0 87 13 0 0 2500 6600 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:17.931 11 0 26 0 0 0 0 63 37 0 0 5600 14000 0 543 15 1.85 1.07 1.09 16 0
20230502 12:31:17.941 8 0 50 0 0 0 0 42 58 0 0 7700 46300 0 543 2 1.85 1.07 1.09 6 0
20230502 12:31:17.951 12 0 6 0 0 0 0 81 19 0 0 8100 26500 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.961 6 0 0 6 0 0 0 88 6 0 0 4600 8200 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:17.971 7 0 0 7 0 0 0 87 7 0 0 4300 7800 0 543 2 1.85 1.07 1.09 1 1
20230502 12:31:17.981 11 0 6 6 0 0 0 78 17 0 0 2800 9600 0 543 2 1.85 1.07 1.09 1 1
20230502 12:31:17.991 6 0 0 6 0 0 0 88 6 0 0 2700 9600 0 543 2 1.85 1.07 1.09 2 1
20230502 12:31:18.001 7 0 0 0 0 0 0 93 7 0 0 1800 7800 0 543 3 1.85 1.07 1.09 2 1
20230502 12:31:18.011 6 0 0 6 0 0 0 88 6 0 0 2200 8200 0 543 2 1.85 1.07 1.09 2 1
20230502 12:31:18.021 7 0 0 7 0 0 0 87 7 0 0 2200 8100 0 543 1 1.85 1.07 1.09 1 1
20230502 12:31:18.031 12 0 0 0 0 6 0 82 18 0 0 3300 8600 0 543 2 1.85 1.07 1.09 3 0
20230502 12:31:18.041 0 0 0 0 0 0 0 100 0 0 0 1900 8200 0 543 1 1.85 1.07 1.09 1 0
20230502 12:31:18.051 12 0 0 0 0 0 0 88 12 0 0 2500 8100 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:18.061 6 0 6 0 0 0 0 88 12 0 0 2100 8000 0 543 2 1.85 1.07 1.09 2 0
20230502 12:31:18.071 12 0 0 0 0 0 0 88 12 0 0 2800 8000 0 543 1 1.85 1.07 1.09 2 0
20230502 12:31:18.081 7 0 0 0 0 0 0 93 7 0 0 2600 8000 0 542 3 1.85 1.07 1.09 2 0
20230502 12:31:18.091 12 0 6 0 0 0 0 82 18 0 0 4200 11900 300 543 3 1.85 1.07 1.09 3 0
20230502 12:31:18.101 7 0 7 0 0 0 0 87 13 0 0 3800 10400 200 540 1 1.85 1.07 1.09 1 0
20230502 12:31:18.111 6 0 0 0 0 6 0 88 12 0 0 5000 8800 0 540 3 1.85 1.07 1.09 1 0
20230502 12:31:18.121 14 0 0 0 0 0 0 86 14 0 0 5100 10800 0 540 16 1.85 1.07 1.09 15 0
20230502 12:31:18.131 11 0 72 0 0 0 0 17 83 0 0 8300 43600 0 540 1 1.85 1.07 1.09 5 0
